-,Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
ACCIDENT DETAILS,"November 06, 1924",?,"Cabrerolles, France",43.545815,3.125343,Grands Express Aeriens,?,?,Breguet 14,F-AFBD,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"While en route the pilot encountered thunderstorms, lost control and crashed."
ACCIDENT DETAILS,"December 21, 1924",?,"Goshen, Indiana",41.5891606,-85.8345639,US Aerial Mail Service,?,?,De Havilland DH-4,311,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed."
ACCIDENT DETAILS,"December 24, 1924",c 12:00,"Purley, England",51.339228,-0.119711,Imperial Airways,?,London - Paris,de Havilland DH-34B,G-EBBX,36,8 (passengers:7 crew:1),8 (passengers:7 crew:1),0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing."
ACCIDENT DETAILS,"March 22, 1925",?,"Near Tiflis, Georgia, USSR",41.6938026,44.8015168,Zakavia,?,Tiflis - Suchumi,Junkers F-13,R-RECA,590,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Shortly after take off the plane went out of control and crashed in flames.
ACCIDENT DETAILS,"April 25, 1925",?,"Alicante, Spain",38.3457685,-0.4909444,Grands Express Aeriens,?,Alicante - Barcelona - Toulouse,Breguet 14,F-AFBB,202,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed."
ACCIDENT DETAILS,"June 25, 1925",?,"Landrécies, France",50.125434,3.691623,KLM Royal Dutch Airlines,?,Amsterdam - Paris,Fokker (KLM) F.III,H-NABM,1502,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight."
ACCIDENT DETAILS,"June 26, 1925",?,"Alicante, Spain",38.3457685,-0.4909444,Grands Express Aeriens,?,Oran - Alicante,Lioré-et-Olivier LeO H-13,F-FREM,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,While attempting to land the seaplane hit a lightning mast and crashed.
ACCIDENT DETAILS,"July 20, 1925",?,"Rosas, Spain",42.2639489,3.1795528,Lignes Aeriennes Latecoere,?,Toulouse - Barcelona,Breguet 14,F-AFBI,209,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed in unknown circumstance.
ACCIDENT DETAILS,"July 24, 1925",?,"Budapest, Hungary",47.497912,19.040235,CIDNA,?,?,Potez IX,?,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed while attempting to land 10 km from the airport
ACCIDENT DETAILS,"September 03, 1925",530,"Caldwell, Ohio",39.7478508,-81.5165127,Military - U.S. Navy,?,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),ZR-1,?,43 (passengers:0 crew:43),14 (passengers:0 crew:14),0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart."
ACCIDENT DETAILS,"September 07, 1925",?,"Toul, France",48.678296,5.890159,CIDNA,?,?,Spad 33,?,?,? (passengers:? crew:?),? (passengers:? crew:?),?,?
ACCIDENT DETAILS,"October 01, 1925",?,"Mt. Nittany, Ohio",40.4172871,-82.907123,US Aerial Mail Service,?,New York - San Francisco,De Havilland DH-4,385,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.
ACCIDENT DETAILS,"November 14, 1925",?,"Nouadhibou, Mauritania",20.9033868,-15.9699878,Lignes Aeriennes Latecoere,?,?,Breguet 14,F-AEGZ,168,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The pilot suffered sunstroke lost control of the plane and crashed.
ACCIDENT DETAILS,"November 14, 1925",?,"Off Boulogne-sur-Mer, France",50.725231,1.613334,Air Union,?,?,Farman F-60 Goliath,F-FHMY,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"February 12, 1926",?,"Montpelier, Ohio",41.5844951,-84.6055076,US Aerial Mail Service,?,?,Curtiss Carrier Pigeon,602,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"While the mail plane was flying at a low altitude, the aircraft hit trees and crashed in a wooded area."
ACCIDENT DETAILS,"March 08, 1926",?,"Staaken, Germany",52.5325033,13.1415974,Deutche Lufthansa,?,?,Junkers F-13,D-290 D-290,665,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,While in a training filight the aircraft stalled and crashed while attempting to land.
ACCIDENT DETAILS,"May 31, 1926",?,English Channel,50.134664,-0.357056,Air Union,?,Paris - Cryodon,Breguet 14,F-ADAI,1908,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed into the English Channel and was never found.
ACCIDENT DETAILS,"July 03, 1926",?,"Rossaugpt, Czechoslovakia",,,Compagnie Internationale de Navigation Aérienne,?,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.
ACCIDENT DETAILS,"July 09, 1926",930,"Wolvertem, Belgium",50.95088,4.30927,KLM Royal Dutch Airlines,?,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed into the ground while descending in poor weather.
ACCIDENT DETAILS,"July 24, 1926",?,"Juist, Germany",53.681385,7.008163,Deutsche Lufthansa,?,?,Junkers F-13,D-272,660,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Crashed under weather related.circumstances.
ACCIDENT DETAILS,"August 18, 1926",?,"Hurst, Kent, England",51.0928319,0.8392471,Air Union,?,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,2,15 (passengers:13 crew:2),3 (passengers:2 crew:1),0,The plane made a forced landing at Romney Marsh in heavy fog. Engine failure. The pilot initally survived but died a day later.
ACCIDENT DETAILS,"September 26, 1926",?,"New York, New York",40.7127753,-74.0059728,?,?,New York - Paris,Sikorsky S-25,?,?,5 (passengers:4 crew:1),2 (passengers:2 crew:0),0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.
ACCIDENT DETAILS,"October 02, 1926",1527,"Leigh, Kent, Unied Kingdom",51.198733,0.218376,Air Union,?,Paris - London,Bleriot 155,F- AICQ,1,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed.."
ACCIDENT DETAILS,"October 08, 1926",?,"Bueren, Germany",51.5503249,8.558524,Deutsche Lufthansa,?,?,Fokker FG III,D-468,1554,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Weather related.
ACCIDENT DETAILS,"October 21, 1926",c 13:15,English Channel,50.134664,-0.357056,Imperial Airways,?,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,12 (passengers:10 crew:2),0 (passengers:0 crew:0),0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry."
ACCIDENT DETAILS,"November 11, 1926",800,"Cape Bojador, Morocco",31.791702,-7.09262,Grands Express Aeriens,?,Casablanca -Dakar,Breguet 14,F-AFAX,198,3 (passengers:3 crew:0),3 (passengers:3 crew:0),0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed."
ACCIDENT DETAILS,"December 16, 1926",?,"Medford, Oregon",42.3230112,-122.8767396,Pacific Air Transport,?,?,Ryan M-1,2,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The postal plane crashed into a mountain slope in foggy conditions.
ACCIDENT DETAILS,"January 12, 1927",?,"Estaires, France",50.644248,2.721848,Fokker,?,Delivery flight,Fokker F-VII,G-EBPL,4938,0 (passengers:0 crew:2),0 (passengers:0 crew:2),0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.
ACCIDENT DETAILS,"March 20, 1927",?,"Rabat, Morocco",34.0083637,-6.8538748,Grands Express Aeriens,?,Casablanca - Oran,Breguet 14,F-ALRA,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Unknown.
ACCIDENT DETAILS,"March 24, 1927",?,"Tambo, Qld, Australia",-24.8831342,146.2534942,Qantas,?,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"While attempting to land, the engine failed, the aircraft stalled and crashed."
ACCIDENT DETAILS,"April 15, 1927",?,"King Hill, Idaho",43.0040661,-115.2039579,Varney Air Lines,?,?,Swallow Swallow,?,A28,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
ACCIDENT DETAILS,"April 22, 1927",?,"Floh, Germany",50.7562528,10.4819945,Deutsche Lufthansa,?,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed following engine failure.
ACCIDENT DETAILS,"April 22, 1927",?,"Goshen, Indiana",41.5891606,-85.8345639,US Aerial Mail Service,?,?,Douglas M-4,626,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed into a field during a snow storm.
ACCIDENT DETAILS,"May 02, 1927",?,"Algiers, Algeria",36.753768,3.0587561,Air Union,?,?,SPCA Meteore 63,F-AIFN,?,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,The three engine seaplane stalled and crashed into the sea shortly after taking off.
ACCIDENT DETAILS,"July 27, 1927",?,"Amoneburg, Germany",50.797725,8.9219942,Deutsche Lufthansa,?,Kassel - Frankfurt,Junkers F-13,D-206,591,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Crashed after experiencing engine failure and attempting to make a forced landing.
ACCIDENT DETAILS,"August 22, 1927",830,"Sevenoaks, England",51.27241,0.190898,KLM Royal Dutch Airlines,?,Croydon - Schiphol,Fokker F-VIII,H-NADU H-NADU,4993,11 (passengers:9 crew:2),1 (passengers:0 crew:1),0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
ACCIDENT DETAILS,"September 03, 1927",?,"Willington, Connecticut",41.8809434,-72.2600655,Colonial Air Transport,?,?,Fokker Universal,NC52 NC52,405,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The postal plane crashed for unknown reasons.
ACCIDENT DETAILS,"September 17, 1927",?,"Hadley, New Jersey",40.0583238,-74.4056612,Reynolds Airways,?,Sightseeing,Fokker F-VII,NC776,4840,12 (passengers:11 crew:1),7 (passengers:6 crew:1),0,The sightseeing plane took off and rose to 400 ft. when the engine failed. The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
ACCIDENT DETAILS,"September 17, 1927",405,Atlantic Ocean,-14.5994134,-28.6731465,Private,?,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
ACCIDENT DETAILS,"September 23, 1927",10:00,"Schleiz, Germany",50.5772446,11.8074105,Deutsche Lufthansa,?,Berlin - Munich,Dornier Merkur,D-585,75,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,From an altitude of 500 ft. the plane went out of control and crashed due to a broken wing strut.
ACCIDENT DETAILS,"October 06, 1927",?,"Thies, Mauritania",21.00789,-10.940835,Lignes Aeriennes Latecoere,?,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The plane crashed while attempting to land at Dakar.
ACCIDENT DETAILS,"October 30, 1927",?,"New Brunswick, New Jersey",40.4966567,-74.4442802,Colonial Air Transport,?,?,Fairchild FC-2,?,20,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Went into a tailspin and crashed into a corn field about 10 km from the airport.
ACCIDENT DETAILS,"November 08, 1927",?,"Strasburg, France",48.5734053,7.7521113,CIDNA,?,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed shortly after taking off.
ACCIDENT DETAILS,"November 16, 1927",?,Over the Gulf of Finland,59.9124514,26.2623373,Aero O-Y,?,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed in the gulf of Finland and never found.
ACCIDENT DETAILS,"November 29, 1927",?,"Corunna, Indiana",41.4372721,-85.1471934,National Air Transport,?,?,Douglas M-4,NC62 NC1062,PO641,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The postal plane crashed at night in poor weather.
ACCIDENT DETAILS,"December 28, 1927",?,"Almeria, Spain",36.8512151,-2.4521658,Aeropostale,?,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,A fire erupted aboard the mail plane while en route and crashed.
ACCIDENT DETAILS,"December 31, 1927",?,"Near Marseille,France",43.3025742,5.3690743,Latecoere Airlines,?,Test flight,Latécoère 23 (flying boat),F-AIHP,23-1,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,"Suffered structural failure at an altitude of 1,000 ft."
ACCIDENT DETAILS,"December 31, 1927",?,"Near Marseille,France",43.3025742,5.3690743,Latecoere Airlines,?,Test flight,Latécoère 23 (flying boat),F-AIHP,?,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,"Suffered structural failure at an altitude of 1,000 ft."
ACCIDENT DETAILS,"January 08, 1928",?,"Near Canajoharie, New York",42.9056288,-74.5718073,Colonial Western Airlines,?,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
ACCIDENT DETAILS,"January 16, 1928",?,"Solis, Uruguay",-34.7918125,-55.3823985,Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The wing on the mail plane detached from the aircraft and crashed into the sea.
ACCIDENT DETAILS,"January 22, 1928",?,"L'Hospitalet, Ariège",42.5881239,1.7986086,Aeropostale,?,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,F-AHEQ,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed after experiencing mechanical difficulties.
ACCIDENT DETAILS,"January 22, 1928",?,"Tarragona, Spain",41.1188827,1.2444909,Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Crashed in unknown circumstances.
ACCIDENT DETAILS,"January 27, 1928",?,"Almeria, Spain",36.8512151,-2.4521658,Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
ACCIDENT DETAILS,"February 26, 1928",?,"Marquette, Nebraska",41.0069471,-98.009662,Boeing Air Transport,?,?,Boeing 40,NC280,891,2 (passengers:1 crew:1),1 (passengers:1 crew:0),0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
ACCIDENT DETAILS,"March 11, 1928",?,"Off Cape Griz Nez, France",50.8710257,1.5829231,Air Union,?,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Crashed into the sea while delivering mail in poor weather.
ACCIDENT DETAILS,"April 17, 1928",?,"Federal, Wyoming",43.0759678,-107.2902839,Boeing Air Transport,?,?,Boeing 40,NC282 NC282,893,2 (passengers:1 crew:1),1 (passengers:1 crew:0),0,Spatial disorientation after entering a snowstorm.
ACCIDENT DETAILS,"April 19, 1928",?,"Minuesa, Spain",40.463667,-3.74922,Iberia Airlines,?,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,Crashed into a field after getting lost in fog.
ACCIDENT DETAILS,"May 07, 1928",?,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",-27.5968578,-48.5468118,Aeropostale,?,?,Latecoere 26,F-AIMQ,671,5 (passengers:3 crew:2),1 (passengers:1 crew:0),0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
